link,views,id
https://www.tiktok.com/@gunungapipurba/video/7285300937688730886,3038,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7284901914590956806,1608,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7284209820620655877,4997,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7283329278144548101,2088,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7282570904494771462,5693,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7281972856945184006,5298,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7281232930284981510,5607,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7280486266704071941,59600,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7280103482093243653,3856,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7278929166483950854,6489,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7278254518293318918,13300,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7277550120202194182,21400,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7277083297161760006,4593,gunungapipurba
https://www.tiktok.com/@gunungapipurba/photo/7276272793140874501,19600,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7275986416889236741,3795,gunungapipurba
https://www.tiktok.com/@gunungapipurba/photo/7275327540472958213,1279,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7271259093954743557,2591,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7270447588414115078,2607,gunungapipurba
https://www.tiktok.com/@gunungapipurba/photo/7268486303300259077,6503,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7265613909590134021,3106,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7263014416680013061,2891,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7262203202857209093,1765,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7261602499876932869,4159,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7258550964867681542,2271,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7254030909228207365,6613,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7253628356095118597,5777,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7252281708379409669,3099,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7172458749662088475,1532,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7171092692863094043,986,gunungapipurba
https://www.tiktok.com/@gunungapipurba/video/7170686725000285467,1146,gunungapipurba
